P_index,P_url,P_heading,P_ID,P_Status,P_Awarded,P_Budget,P_Repeat,P_Skill,P_Skills_Number,P_Rating,P_Reviews,P_location,P_country,P_income_group,P_selected_rank_tatol,P_fcers_selected,P_selected_rank_average,P_fcers_applying_total,P_selection_accuracy,F_Country_Match
1020,https://www.freelancer.com/projects/php/linkedin-data-extraction/,linkedin data extraction, #9002499,In Progress,1,$30-250 USD,5,"PHP,Python",2,5,6,"Lubbock, United States",United States,High income,5,1,5,5,0.2,0
1032,https://www.freelancer.com/projects/php/write-some-software-8940074/,Write some Software , #8940074,In Progress,1,€250-750 EUR,3,"Amazon Web Services,MySQL,PHP",3,0,0,"Plovdiv, Bulgaria",Bulgaria,Upper middle income,7,1,7,19,0.684210526,0
1034,https://www.freelancer.com/projects/academic-writing/academic-writing-8931002/,Academic Writing , #8931002,Completed,1,$30-250 USD,5,Research Writing,1,5,14,"Ronkonkoma, United States",United States,High income,3,1,3,4,0.5,0
1035,https://www.freelancer.com/projects/excel/small-vba-excel-script/,small VBA excel script, #8922575,Completed,1,$10-30 USD,4,"Excel,Visual Basic,Visual Basic for Apps",3,5,1,"Toulouse, France",France,High income,9,1,9,21,0.619047619,0
1036,https://www.freelancer.com/projects/php/wordpress-project-for-rosse/,WordPress Project for Rosse25, #8910471,In Progress,1,$10-30 USD,5,"CSS,Javascript,MySQL,PHP,Website Design",5,4.6,35,"Mexico, Mexico",Mexico,Upper middle income,2,1,2,2,0.5,0
1042,https://www.freelancer.com/projects/technical-writing/write-technical-report-8894101/,Write a Technical Report  , #8894101,Completed,1,$30-250 USD,2,Technical Writing,1,5,2,"Amherst, United States",United States,High income,2,1,2,3,0.666666667,0
1050,https://www.freelancer.com/projects/ecommerce/find-supplier-8815650/,Find me a Supplier , #8815650,Completed,1,$30 USD,2,"eBay,eCommerce,Health,Medical,Supplier Sourcing",5,5,3,"Bronx, United States",United States,High income,1,1,1,1,1,0
1053,https://www.freelancer.com/projects/academic-writing/case-study-8794884/,Case Study, #8794884,Completed,1,$30-250 USD,5,Research Writing,1,5,7,"Ft. Lauderdae, United States",United States,High income,2,1,2,19,0.947368421,0
1054,https://www.freelancer.com/projects/photoshop/resize-rename-products-images-8785391/,Resize and Rename Products Images -- 2, #8785391,Completed,1,$30-250 USD,5,Photoshop,1,5,3,"Hong Kong, Hong Kong",Hong Kong,High income,2,1,2,16,0.9375,0
1060,https://www.freelancer.com/projects/php/online-pos-system/,Online POS System, #8762869,Completed,1,$250-750 USD,1,"ASP,Java,MySQL,PHP,Software Architecture",5,5,1,Malaysia,Malaysia,Upper middle income,4,1,4,4,0.25,0
1063,https://www.freelancer.com/projects/angular-js/angular-product-generator/,Angular Product Generator, #8754746,Completed,1,$30-250 SGD,5,Angular.js,1,4.9,120,"Singapore, Singapore",Singapore,High income,1,1,1,3,1,0
1069,https://www.freelancer.com/projects/php/repair-website-code-after-conversion/,Repair website code after conversion away from CMS, #8742465,Completed,1,$10-30 USD,5,"PHP,Website Design",2,4.9,15,"Savannah, United States",United States,High income,2,1,2,6,0.833333333,0
1070,https://www.freelancer.com/projects/graphic-design/alter-some-images-word-document/,Alter some Images of a word document, #8732877,Completed,1,$10-60 AUD,5,"Graphic Design,Illustration,Illustrator,Photo Editing,Photoshop",5,4.7,45,"victoria, Australia",Australia,High income,9,1,9,17,0.529411765,0
1078,https://www.freelancer.com/projects/mobile-phone/write-iphone-application-8696810/,Write an iPhone application , #8696810,In Progress,1,$15-25 AUD / hour,5,"iPad,iPhone,Mobile App Development,PHP,Swift",5,5,5,"Melbourne, Australia",Australia,High income,10,1,10,19,0.526315789,0
1086,https://www.freelancer.com/projects/articles/help-write-something-8669328/,Help me write something, #8669328,Completed,1,$30-250 USD,1,Article Writing,1,5,6,"Paterson, United States",United States,High income,2,1,2,19,0.947368421,1
1087,https://www.freelancer.com/projects/excel/consolidation-assignment/,Consolidation  assignment , #8664938,Completed,1,$10-30 AUD,5,"Accounting,Excel,Research Writing",3,5,13,"Brisbane, Australia",Australia,High income,2,1,2,2,0.5,0
1089,https://www.freelancer.com/projects/graphic-design/design-logo-8658906/,Design a Logo, #8658906,Completed,2,$30-250 USD,2,"Graphic Design,Logo Design",2,5,2,"north Versailles, Canada",Canada,High income,12,2,6,22,0.772727273,0
1094,https://www.freelancer.com/projects/internet-marketing/kglaw-site-seo/,KGLaw On-Site SEO, #8630320,In Progress,1,$30-250 USD,1,"Internet Marketing,SEO",2,0,0,"Taylor, United States",United States,High income,20,1,20,20,0.05,0
1097,https://www.freelancer.com/projects/graphic-design/magento-template-customisations/,Magento template customisations - finishing my template change job, #8626919,Completed,1,$15-25 USD / hour,5,"Graphic Design,HTML,Magento,PHP,Website Design",5,5,30,"sheffield, United Kingdom",United Kingdom,High income,1,1,1,12,1,0
1113,https://www.freelancer.com/projects/ecommerce/google-feed-from-magento-meta/,Google Feed from Magento Meta and Micro data issue, #8529312,Completed,1,£20-250 GBP,5,"eCommerce,Google Website Optimizer,Magento",3,5,7,"Long Clawson, United Kingdom",United Kingdom,High income,8,1,8,9,0.222222222,0
1114,https://www.freelancer.com/projects/accounting/find-accountant-8515719/,Find an Accountant , #8515719,Completed,1,$30-250 AUD,5,Accounting,1,5,34,"New Delhi, India",India,Lower middle income,1,1,1,3,1,0
1117,https://www.freelancer.com/projects/php/decision-making-software/,Decision Making Software, #8476767,In Progress,1,£10-20 GBP,0,"PHP,Python,Software Architecture",3,0,0,United Kingdom,United Kingdom,High income,2,1,2,5,0.8,0
1120,https://www.freelancer.com/projects/articles/content-writing-project-management/,Content Writing on Project Management Topics, #8464417,Completed,1,$30-250 USD,5,"Article Writing,Content Writing,Copywriting,Ghostwriting,Project Management",5,5,1,"Alpharetta, United States",United States,High income,9,1,9,18,0.555555556,1
1124,https://www.freelancer.com/projects/electrical-engineering/design-waveguide-antenna-using-hfss/,Design a waveguide antenna using HFSS, #8433207,Completed,1,$10-30 USD,0,"Electrical Engineering,Electronics,Telecommunications Engineering,Wireless",4,5,1,"Zupanja, Croatia",Croatia,High income,2,1,2,2,0.5,0
1127,https://www.freelancer.com/projects/javascript/create-angularjs-directive-handle-the/,Create an angularjs directive to handle the video tag's ended event, #8396428,Completed,1,$30-250 USD,5,"Angular.js,Javascript",2,5,27,"Toronto, Canada",Canada,High income,1,1,1,2,1,0
1129,https://www.freelancer.com/projects/html.1/jwplayer-flowplayer-edits/,JWPlayer 6/Flowplayer Edits, #8392278,Completed,1,$30-250 USD,5,"CSS,HTML,HTML5,Javascript",4,5,11,"nowra, Australia",Australia,High income,1,1,1,1,1,0
1133,https://www.freelancer.com/projects/wordpress/move-some-text-from-one-8386678/,Move some text from one wordpress site to another -- 2, #8386678,Completed,1,$2-4 USD / hour,5,WordPress,1,5,30,"BJØRNEVATN, Norway",Norway,High income,9,1,9,12,0.333333333,0
1135,https://www.freelancer.com/projects/photoshop/photoshop-color-correction-fine-tuning/,Photoshop color correction and fine tuning, #8337318,Completed,1,$10-30 USD,0,"Photo Editing,Photoshop,Photoshop Design",3,5,2,"Santa Monica, United States",United States,High income,9,1,9,19,0.578947368,0
1138,https://www.freelancer.com/projects/ghostwriting/seeking-writer-for-the-first/,Seeking writer for the first half of a captivating fiction book, #8314699,Completed,1,$30-250 USD,0,"Book Writing,eBooks,Ghostwriting",3,5,1,"Lompoc, United States",United States,High income,5,1,5,11,0.636363636,0
1141,https://www.freelancer.com/projects/php/asterisk-conference-calls-from-web/,Asterisk- Conference Calls from Web, #8300702,Completed,1,$10-30 USD,5,"Asterisk PBX,Linux,MySQL,PHP,VoIP",5,5,56,"istanbul, Turkey",Turkey,Upper middle income,11,1,11,14,0.285714286,0
1152,https://www.freelancer.com/projects/copywriting/develop-standardized-project-proposal/,Develop a Standardized Project Proposal Template, #8238779,Completed,1,$30-250 USD,5,"Copywriting,Marketing,Research Writing,Sales,Technical Writing",5,5,311,"Phoenix, United States",United States,High income,12,1,12,13,0.153846154,0
1154,https://www.freelancer.com/projects/php/final-tweaks-website-8234290/,Final Tweaks to Website - 2, #8234290,Completed,2,$10-30 USD,5,"AJAX,English (US),HTML,Javascript,PHP",5,5,2,"Washington, United States",United States,High income,14,2,7,8,0.25,0
1158,https://www.freelancer.com/projects/internet-marketing/need-help-with-errors-redirects/,Need Help With 404 Errors and Redirects Google Webmaster Tools, #8230253,Completed,1,$15-25 USD / hour,5,"Google Analytics,Internet Marketing,SEO",3,5,426,"Minneapolis, United States",United States,High income,2,1,2,2,0.5,0
1160,https://www.freelancer.com/projects/graphic-design/webapp-reform-for-online-photo/,WebApp UI Reform for an Online Photo Slideshow Editor, #8191355,Completed,1,$250-750 USD,0,"CSS,Graphic Design,HTML,User Interface / IA,Website Design",5,5,1,Japan,Japan,High income,11,1,11,17,0.411764706,0
1162,https://www.freelancer.com/projects/c-sharp-programming/simple-ebay-amazon-price-stock/,Simple eBay and Amazon Price and Stock Scraper, #8184817,Completed,1,$30-250 USD,5,"Amazon Web Services,C# Programming,eBay,Web Scraping",4,5,7,"Milford Haven, United Kingdom",United Kingdom,High income,6,1,6,11,0.545454545,1
1166,https://www.freelancer.com/projects/html.1/amend-html-emails/,Amend HTML Emails, #8160318,Completed,1,£20-250 GBP,4,HTML,1,5,4,United Kingdom,United Kingdom,High income,5,1,5,17,0.764705882,0
1171,https://www.freelancer.com/projects/mysql/remove-malicious-regenerating-script/,"Remove A Malicious, Regenerating Script From Server", #8131155,Completed,1,$10-30 USD,5,"MySQL,Windows Server",2,5,21,"Edinburgh, United Kingdom",United Kingdom,High income,3,1,3,5,0.6,0
1173,https://www.freelancer.com/projects/php/need-simple-registration-plugin/,Need Simple Registration Plugin installed on current WordPress website, #8125958,Completed,1,$30-250 USD,5,"PHP,Software Architecture,WordPress",3,5,12,United States,United States,High income,1,1,1,13,1,1
1175,https://www.freelancer.com/projects/graphic-design/wordpress-website-required-8117804/,Wordpress Website Required, #8117804,In Progress,1,£20-250 GBP,2,"CSS,Graphic Design,HTML,Website Design,WordPress",5,0,0,"London, United Kingdom",United Kingdom,High income,20,1,20,21,0.095238095,0
1178,https://www.freelancer.com/projects/php/magento-customer-address-repair/,Magento customer address repair, #8108400,Completed,1,$30-250 AUD,5,"Magento,MySQL,PHP",3,5,39,"Artarmon, Australia",Australia,High income,12,1,12,19,0.421052632,0
1184,https://www.freelancer.com/projects/html.1/google-sheets-website-without-embedding-8087522/,Google Sheets on my website without embedding. -- 2, #8087522,Completed,1,$8-15 USD / hour,5,"CSS,HTML5,Javascript,PHP,Software Architecture",5,5,4,"Chicago, United States",United States,High income,2,1,2,4,0.75,0
1186,https://www.freelancer.com/projects/graphic-design/event-website-experienced-developers-are/,Event Website: Experienced developers are wanted!, #8085307,Completed,1,$250-750 USD,5,"Graphic Design,HTML,PHP,Website Design",4,5,5,"Beijing, China",China,Upper middle income,14,1,14,19,0.315789474,0
1191,https://www.freelancer.com/projects/mysql/build-responsive-website-8063028/,Build a responsive website, #8063028,Completed,1,$1500-3000 CAD,0,"CSS,HTML5,Javascript,MySQL",4,5,1,"Sherbrooke, Canada",Canada,High income,12,1,12,21,0.476190476,0
1195,https://www.freelancer.com/projects/php/yahoo-japan-auction-auto-bid-8039448/,"Yahoo Japan Auction Auto Bid PHP , Using Yahoo Japan's API -- 2", #8039448,In Progress,1,$250-750 USD,1,"CakePHP,CMS,Javascript,PHP,Visual Basic",5,0,0,"AMPER MEANG, Thailand",Thailand,Upper middle income,1,1,1,2,1,0
1200,https://www.freelancer.com/projects/graphic-design/design-logo-for-social-network/,Design a Logo for social network, #8022416,Completed,1,$30-250 USD,5,"Graphic Design,Logo Design",2,5,57,"shon let zion, Argentina",Argentina,High income,19,1,19,19,0.052631579,0
1202,https://www.freelancer.com/projects/facebook-marketing/tweeter-auto-tweet-automatically/,Tweeter auto tweet automatically, #8022182,In Progress,1,$30-250 USD,5,"Facebook Marketing,Google Plus,Pinterest,Social Media Marketing,Twitter",5,0,0,"manfalout, Egypt",Egypt,Lower middle income,3,1,3,3,0.333333333,0
1212,https://www.freelancer.com/projects/blog/schreiben-von-blog-inhalten-7980276/,Schreiben von Blog-Inhalten, #7980276,In Progress,1,$30-250 USD,0,Blog,1,0,0,"hamburg, Brazil",Brazil,Upper middle income,5,1,5,6,0.333333333,0
1219,https://www.freelancer.com/projects/php/modifications-website-search/,Modifications to website search and miscellaneous addons/fixes., #7943558,Completed,1,$250-750 USD,5,"MySQL,PHP",2,5,8,"Redondo Beach, United States",United States,High income,1,1,1,18,1,1
1230,https://www.freelancer.com/projects/php/wordpress-woocommerce-clean-sql-file/,Wordpress woocommerce clean up sql file duplicates, #7850967,Completed,1,$10-30 USD,5,"MySQL,PHP,WooCommerce,WordPress",4,5,25,"Saint-Laurent, Canada",Canada,High income,8,1,8,14,0.5,0
1240,https://www.freelancer.com/projects/wordpress/wordpress-plugin-development-7802557/,Wordpress Plugin Development, #7802557,Completed,1,$250-750 USD,5,"Plugin,WordPress",2,3.5,30,"Ringoes, United States",United States,High income,15,1,15,20,0.3,0
1242,https://www.freelancer.com/projects/website-design/write-android-application-7796722/,Write an Android application , #7796722,Completed,1,$250-750 USD,0,"Android,HTML5,Java,Mobile App Development,Website Design",5,5,1,"Delhi, India",India,Lower middle income,12,1,12,15,0.266666667,1
1243,https://www.freelancer.com/projects/java/game-hex-work-with-multiple/,A game of Hex (Work with multiple processes using Visual Studio), #7796149,Completed,1,$10-30 USD,3,".NET,C Programming,C++ Programming,Java",4,5,2,United States,United States,High income,4,1,4,5,0.4,0
1244,https://www.freelancer.com/projects/pdf/page-pdf-form-with-some/,70 page PDF form with some dynamic features, #7796123,Completed,1,$30-330 USD,5,"Adobe LiveCycle Designer,PDF",2,4.9,99,"Pompano Beach, United States",United States,High income,3,1,3,9,0.777777778,0
1247,https://www.freelancer.com/projects/graphic-design/recreate-image-7791333/,Recreate an image, #7791333,Completed,1,$30-250 AUD,3,Illustration,1,5,1,"Sydney, Australia",Australia,High income,10,1,10,18,0.5,0
1251,https://www.freelancer.com/projects/photoshop/change-title-photoshop-elements-book/,Change title on Photoshop Elements 9 book cover file, #7774633,Completed,1,€8-30 EUR,0,Photoshop,1,5,1,Switzerland,Switzerland,High income,2,1,2,6,0.833333333,0
1253,https://www.freelancer.com/projects/photoshop/after-effects-pro-create-module/,After Effects Pro - Create a 3D Module, #7769293,Completed,1,€30-250 EUR,5,"3D Animation,3D Modelling,3D Rendering,After Effects,Photoshop",5,5,14,"Bern, Mexico",Mexico,Upper middle income,7,1,7,8,0.25,0
1255,https://www.freelancer.com/projects/english-us/enter-responses-from-scanned-surveys/,Enter responses from scanned surveys into an online survey, #7744972,Completed,2,$30-250 USD,5,"Data Entry,English (US)",2,5,21,"Austin, United States",United States,High income,8,2,4,19,0.842105263,0
